date,wssPrecipTotal,precipQF
"2021-01-01",0.000,1
"2021-01-02",0.000,1
"2021-01-03",0.000,1
"2021-01-04",0.000,1
"2021-01-05",0.000,1
"2021-01-06",0.000,1
"2021-01-07",0.000,1
"2021-01-08",0.000,1
"2021-01-09",0.000,1
"2021-01-10",0.000,1
"2021-01-11",0.000,1
"2021-01-12",0.000,1
"2021-01-13",0.000,1
"2021-01-14",0.000,1
"2021-01-15",0.000,1
"2021-01-16",0.000,1
"2021-01-17",0.000,1
"2021-01-18",0.000,1
"2021-01-19",0.410,1
"2021-01-20",1.410,0
"2021-01-21",0.450,0
"2021-01-22",0.120,0
"2021-01-23",1.170,0
"2021-01-24",0.960,0
"2021-01-25",0.000,1
"2021-01-26",0.000,1
"2021-01-27",0.000,1
"2021-01-28",0.000,1
"2021-01-29",0.000,1
"2021-01-30",0.000,1
"2021-01-31",0.000,1
