date,wssPrecipTotal,precipQF
"2020-08-01",1.080,0
"2020-08-02",2.660,0
"2020-08-03",0.210,0
"2020-08-04",1.460,0
"2020-08-05",0.610,0
"2020-08-06",0.930,0
"2020-08-07",0.890,0
"2020-08-08",0.770,0
"2020-08-09",0.760,0
"2020-08-10",0.060,1
"2020-08-11",0.000,1
"2020-08-12",0.000,1
"2020-08-13",0.000,1
"2020-08-14",0.020,1
"2020-08-15",0.000,1
"2020-08-16",0.000,1
"2020-08-17",0.020,1
"2020-08-18",0.000,1
"2020-08-19",0.000,1
"2020-08-20",0.000,1
"2020-08-21",0.000,1
"2020-08-22",0.000,1
"2020-08-23",0.000,1
"2020-08-24",0.000,1
"2020-08-25",0.000,1
"2020-08-26",0.000,1
"2020-08-27",0.210,1
"2020-08-28",0.000,1
"2020-08-29",0.000,1
"2020-08-30",0.000,1
"2020-08-31",0.000,1
