date,wssPrecipTotal,precipQF
"2020-07-01",0.000,1
"2020-07-02",0.000,1
"2020-07-03",0.000,1
"2020-07-04",0.000,1
"2020-07-05",0.000,1
"2020-07-06",0.000,1
"2020-07-07",0.000,1
"2020-07-08",0.000,1
"2020-07-09",0.000,1
"2020-07-10",0.000,1
"2020-07-11",0.000,1
"2020-07-12",0.000,1
"2020-07-13",0.000,1
"2020-07-14",0.160,1
"2020-07-15",0.000,1
"2020-07-16",0.000,1
"2020-07-17",0.780,1
"2020-07-18",0.000,1
"2020-07-19",0.000,1
"2020-07-20",0.760,1
"2020-07-21",17.150,0
"2020-07-22",0.300,0
"2020-07-23",1.250,0
"2020-07-24",22.350,0
"2020-07-25",1.980,0
"2020-07-26",8.080,0
"2020-07-27",0.610,0
"2020-07-28",0.890,0
"2020-07-29",47.350,0
"2020-07-30",3.010,0
"2020-07-31",4.170,0
