date,wssPrecipTotal,precipQF
"2020-12-01",0.000,1
"2020-12-02",0.000,1
"2020-12-03",0.000,1
"2020-12-04",0.000,1
"2020-12-05",0.000,1
"2020-12-06",0.000,1
"2020-12-07",0.000,1
"2020-12-08",0.000,1
"2020-12-09",0.000,1
"2020-12-10",0.040,1
"2020-12-11",0.000,1
"2020-12-12",0.000,1
"2020-12-13",0.000,1
"2020-12-14",0.000,1
"2020-12-15",0.000,1
"2020-12-16",0.000,1
"2020-12-17",0.000,1
"2020-12-18",0.000,1
"2020-12-19",0.000,1
"2020-12-20",0.000,1
"2020-12-21",0.000,1
"2020-12-22",0.000,1
"2020-12-23",0.000,1
"2020-12-24",0.020,0
"2020-12-25",0.480,0
"2020-12-26",0.100,0
"2020-12-27",0.020,0
"2020-12-28",0.060,0
"2020-12-29",0.490,0
"2020-12-30",0.140,0
"2020-12-31",0.000,1
