date,wssPrecipTotal,precipQF
"2020-07-01",0.000,1
"2020-07-02",0.000,1
"2020-07-03",0.000,1
"2020-07-04",0.000,1
"2020-07-05",0.000,1
"2020-07-06",0.000,1
"2020-07-07",0.000,1
"2020-07-08",0.000,1
"2020-07-09",0.000,1
"2020-07-10",0.000,1
"2020-07-11",0.000,1
"2020-07-12",0.000,1
"2020-07-13",0.000,1
"2020-07-14",0.000,1
"2020-07-15",0.020,1
"2020-07-16",0.050,0
"2020-07-17",0.060,0
"2020-07-18",0.000,0
"2020-07-19",0.000,0
"2020-07-20",0.000,0
"2020-07-21",0.000,0
"2020-07-22",1.240,0
"2020-07-23",4.580,0
"2020-07-24",0.000,0
"2020-07-25",0.000,1
"2020-07-26",0.000,1
"2020-07-27",0.080,1
"2020-07-28",0.020,1
"2020-07-29",0.020,1
"2020-07-30",0.020,1
"2020-07-31",0.000,1
