date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2020-10-01",192.98,-1.83,996.64,81678.95,0.97,86246.0,0
"2020-10-02",251.91,-2.26,1128.40,122799.71,1.19,86149.0,0
"2020-10-03",186.77,-2.40,1282.32,83439.84,0.98,86338.0,0
"2020-10-04",177.74,-2.20,1184.49,72567.34,0.92,85314.0,0
"2020-10-05",187.30,-1.81,1287.30,92683.91,1.04,86285.0,0
"2020-10-06",53.70,-1.88,570.38,17922.97,0.62,46458.0,1
"2020-10-07",,,,-0.00,,0.0,1
"2020-10-08",,,,-0.00,,0.0,1
"2020-10-09",,,,-0.00,,0.0,1
"2020-10-10",,,,-0.00,,0.0,1
"2020-10-11",,,,-0.00,,0.0,1
"2020-10-12",,,,-0.00,,0.0,1
"2020-10-13",,,,-0.00,,0.0,1
"2020-10-14",,,,-0.00,,0.0,1
"2020-10-15",,,,-0.00,,0.0,1
"2020-10-16",,,,-0.00,,0.0,1
"2020-10-17",,,,-0.00,,0.0,1
"2020-10-18",,,,-0.00,,0.0,1
"2020-10-19",,,,-0.00,,0.0,1
"2020-10-20",,,,-0.00,,0.0,1
"2020-10-21",,,,-0.00,,0.0,1
"2020-10-22",,,,-0.00,,0.0,1
"2020-10-23",,,,-0.00,,0.0,1
"2020-10-24",,,,-0.00,,0.0,1
"2020-10-25",,,,-0.00,,0.0,1
"2020-10-26",,,,-0.00,,0.0,1
"2020-10-27",,,,-0.00,,0.0,1
"2020-10-28",,,,-0.00,,0.0,1
"2020-10-29",,,,-0.00,,0.0,1
"2020-10-30",,,,-0.00,,0.0,1
"2020-10-31",,,,-0.00,,0.0,1
